user_id,book_title,book_rating,user_idx,book_idx
6575,Where the Heart Is (Oprah's Book Club (Paperback)),8,0,456
6575,Balzac and the Little Chinese Seamstress : A Novel,9,0,44
6575,Bridget Jones: The Edge of Reason,6,0,63
6575,Me Talk Pretty One Day,8,0,210
6575,The Girls' Guide to Hunting and Fishing,8,0,342
6575,Wicked: The Life and Times of the Wicked Witch of the West,9,0,463
6575,How Stella Got Her Groove Back,7,0,170
6575,The Hitchhiker's Guide to the Galaxy,8,0,354
6575,A Map of the World,7,0,9
6575,The Other Boleyn Girl,7,0,383
6575,All I Really Need to Know,5,0,23
6575,Griffin &amp; Sabine: An Extraordinary Correspondence,9,0,148
6575,Seven Up (A Stephanie Plum Novel),9,0,272
6575,Bridget Jones's Diary,4,0,62
6575,Coraline,9,0,85
6575,Watership Down,4,0,450
6575,One for the Money (A Stephanie Plum Novel),9,0,237
6575,A Heartbreaking Work of Staggering Genius,7,0,7
6575,A Bend in the Road,1,0,4
6575,Tears of the Giraffe (No.1 Ladies Detective Agency),9,0,294
6575,The Sweet Potato Queens' Book of Love,8,0,414
6575,The Red Tent (Bestselling Backlist),8,0,398
6575,Blue Diary,4,0,57
6575,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),9,0,381
6575,Midnight in the Garden of Good and Evil: A Savannah Story,6,0,216
6575,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",6,0,441
6575,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,9,0,266
6575,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,8,0,330
6575,Three Junes,7,0,434
6575,Divine Secrets of the Ya-Ya Sisterhood: A Novel,8,0,99
6575,The English Patient,8,0,334
6575,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),7,0,8
6575,Message in a Bottle,2,0,212
6575,Midwives: A Novel,7,0,217
6575,Snow Falling on Cedars,7,0,283
6575,The Secret Life of Bees,8,0,406
6575,Plainsong (Vintage Contemporaries),8,0,246
6575,Me Talk Pretty One Day,9,0,210
6575,Fingersmith,8,0,126
6575,"The Golden Compass (His Dark Materials, Book 1)",5,0,346
6575,Girl in Hyacinth Blue,7,0,142
6575,Two for the Dough,9,0,442
6575,Four To Score (A Stephanie Plum Novel),9,0,133
6575,Confessions of a Shopaholic (Summer Display Opportunity),5,0,82
6575,The Joy Luck Club,9,0,365
6575,Girl with a Pearl Earring,6,0,143
7346,From Potter's Field,8,1,135
7346,The Street Lawyer,10,1,411
7346,Chicken Soup for the Soul (Chicken Soup for the Soul),7,1,72
7346,Empire Falls,8,1,112
7346,Wicked: The Life and Times of the Wicked Witch of the West,7,1,463
7346,Rebecca,9,1,255
7346,Shopaholic Takes Manhattan (Summer Display Opportunity),8,1,275
7346,Four To Score (A Stephanie Plum Novel),8,1,133
7346,Black Notice,7,1,53
7346,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),7,1,150
7346,The Summons,8,1,413
7346,Pride and Prejudice,10,1,253
7346,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,8,1,392
7346,Rising Sun,9,1,258
7346,Coraline,9,1,85
7346,The Brethren,8,1,314
7346,P Is for Peril (Kinsey Millhone Mysteries (Hardcover)),8,1,241
7346,Harry Potter and the Sorcerer's Stone (Book 1),9,1,157
7346,The Hot Zone,8,1,359
7346,The Five People You Meet in Heaven,7,1,338
7346,The Joy Luck Club,9,1,365
7346,Jurassic Park,8,1,192
7346,The Testament,9,1,419
7346,The Other Boleyn Girl,9,1,383
7346,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),7,1,168
7346,Presumed Innocent,7,1,251
7346,The Body Farm,8,1,311
7346,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),6,1,49
7346,The Runaway Jury,9,1,403
7346,Bridget Jones : The Edge of Reason,7,1,61
7346,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),6,1,116
7346,High Five (A Stephanie Plum Novel),7,1,165
7346,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",9,1,372
7346,Girl in Hyacinth Blue,8,1,142
7346,1984,8,1,0
7346,"\O\"" Is for Outlaw""",8,1,473
7346,Disclosure,7,1,98
7346,A Prayer for Owen Meany,9,1,11
7346,Gone with the Wind,8,1,145
7346,The Color Purple,8,1,322
7346,Silence of the Lambs,9,1,278
7346,The Sweet Potato Queens' Book of Love,7,1,414
7346,To the Nines: A Stephanie Plum Novel,6,1,439
11676,The Bridges of Madison County,8,2,315
11676,Middlesex: A Novel,9,2,213
11676,Lightning,7,2,201
11676,Me Talk Pretty One Day,8,2,210
11676,Dreamcatcher,8,2,104
11676,Cat &amp; Mouse (Alex Cross Novels),9,2,68
11676,House of Sand and Fog,7,2,169
11676,Lightning,8,2,201
11676,Seabiscuit: An American Legend,10,2,269
11676,Unnatural Exposure,8,2,444
11676,When the Wind Blows,10,2,455
11676,The Client,5,2,321
11676,The Summons,8,2,413
11676,A Case of Need,9,2,5
11676,1st to Die: A Novel,8,2,1
11676,Saint Maybe,6,2,267
11676,Lucky : A Memoir,10,2,207
11676,Jewels of the Sun (Irish Trilogy),10,2,190
11676,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),10,2,40
11676,The Perfect Storm : A True Story of Men Against the Sea,8,2,386
11676,SHIPPING NEWS,9,2,264
11676,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",9,2,441
11676,Watchers,2,2,449
11676,A Prayer for Owen Meany,10,2,11
11676,Wish You Well,9,2,467
11676,She's Come Undone (Oprah's Book Club (Paperback)),1,2,273
11676,Girl in Hyacinth Blue,7,2,142
11676,The Wedding,5,2,430
11676,Night,10,2,231
11676,Pet Sematary,6,2,243
11676,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,6,2,248
11676,That Camden Summer,8,2,297
11676,Wicked: The Life and Times of the Wicked Witch of the West,9,2,463
11676,Wild Animus,6,2,465
11676,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",10,2,31
11676,Snow Falling on Cedars,10,2,283
11676,Mr. Perfect,8,2,223
11676,Jurassic Park,8,2,192
11676,Hannibal,8,2,151
11676,Daddy's Little Girl,7,2,90
11676,Charlotte's Web (Trophy Newbery),9,2,71
11676,The Prince of Tides,8,2,391
11676,It,8,2,186
11676,Hideaway,9,2,163
11676,How to Make an American Quilt,5,2,172
11676,Harry Potter and the Chamber of Secrets (Book 2),10,2,153
11676,Empire Falls,9,2,112
11676,The Stone Diaries,8,2,410
11676,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),8,2,435
11676,The Testament,9,2,419
11676,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),10,2,152
11676,Intensity,6,2,182
11676,Dreamcatcher,8,2,104
11676,Black House,3,2,52
11676,Pet Sematary,2,2,243
11676,Big Stone Gap: A Novel (Ballantine Reader's Circle),6,2,50
11676,Ender's Game (Ender Wiggins Saga (Paperback)),9,2,113
11676,A Year in Provence,5,2,18
11676,Hideaway,8,2,163
11676,Doomsday Book,7,2,102
11676,Message in a Bottle,8,2,212
11676,The Secret Life of Bees,8,2,406
11676,Whispers,4,2,459
11676,All I Really Need to Know,6,2,23
11676,The Lovely Bones: A Novel,5,2,376
11676,Under the Tuscan Sun,8,2,443
11676,The Kitchen God's Wife,9,2,367
11676,Heartbreaker,8,2,160
11676,Dragonfly in Amber,8,2,103
11676,The Summons,8,2,413
11676,Neverwhere,7,2,228
11676,Breathing Lessons,7,2,60
11676,Cause of Death,10,2,69
11676,Pop Goes the Weasel,6,2,249
11676,I Know Why the Caged Bird Sings,8,2,176
11676,Harry Potter and the Sorcerer's Stone (Book 1),10,2,157
11676,Death du Jour,7,2,93
11676,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),7,2,35
11676,The Andromeda Strain,7,2,302
11676,Good in Bed,8,2,147
11676,House of Sand and Fog,7,2,169
11676,The Client,10,2,321
11676,The Regulators,6,2,399
11676,To Kill a Mockingbird,10,2,438
11676,White Oleander : A Novel,9,2,460
11676,The Secret Garden,10,2,405
11676,Easy Prey,8,2,108
11676,Daddy's Little Girl,8,2,90
11676,Welcome to Temptation,8,2,453
11676,Nightmares &amp; Dreamscapes,8,2,232
11676,Needful Things,8,2,227
11676,Tis: A Memoir,10,2,437
11676,It,8,2,186
11676,Kiss the Girls,5,2,196
11676,The Nanny Diaries: A Novel,6,2,380
11676,From the Corner of His Eye,7,2,137
11676,The Testament,4,2,419
11676,The Great Gatsby,5,2,347
11676,The Bluest Eye,8,2,310
11676,Violets Are Blue,6,2,446
11676,High Five (A Stephanie Plum Novel),8,2,165
11676,Open Season,9,2,239
11676,The Glass Lake,7,2,344
11676,The Firm,1,2,337
11676,Back Roads,8,2,41
11676,Postmortem,9,2,250
11676,The Devil Wears Prada : A Novel,5,2,328
11676,Coraline,8,2,85
11676,The Notebook,10,2,382
11676,Beloved (Plume Contemporary Fiction),8,2,48
11676,Tis: A Memoir,8,2,437
11676,Blue Diary,8,2,57
11676,Bridget Jones's Diary,8,2,62
11676,Empire Falls,7,2,112
11676,The Rainmaker,7,2,395
11676,The Bonesetter's Daughter,9,2,312
11676,ANGELA'S ASHES,7,2,19
11676,Tears of the Giraffe (No.1 Ladies Detective Agency),8,2,294
11676,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),7,2,168
11676,The Reader,8,2,397
11676,The Street Lawyer,9,2,411
11676,The Alchemist: A Fable About Following Your Dream,10,2,298
11676,The Beach House,6,2,306
11676,White Oleander : A Novel,10,2,460
11676,The Lake House,5,2,368
11676,The Gift,9,2,339
11676,Cradle and All,8,2,86
11676,The Giver (21st Century Reference),7,2,343
11676,Easy Prey,8,2,108
11676,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",9,2,109
11676,The Rapture of Canaan,6,2,396
11676,The Secret Garden,10,2,405
11676,The Witching Hour (Lives of the Mayfair Witches),9,2,431
11676,The Hunt for Red October,6,2,363
11676,Stranger in a Strange Land (Remembering Tomorrow),8,2,288
11676,Congo,9,2,84
11676,Fried Green Tomatoes at the Whistle Stop Cafe,7,2,134
11676,Dolores Claiborne,8,2,100
11676,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),10,2,56
11676,"\O\"" Is for Outlaw""",7,2,473
11676,Brave New World,9,2,59
11676,84 Charing Cross Road,8,2,3
11676,Seven Up (A Stephanie Plum Novel),4,2,272
11676,Black and Blue,7,2,54
11676,How to Be Good,7,2,171
11676,The Diary of Ellen Rimbauer: My Life at Rose Red,7,2,329
11676,Voyager,10,2,448
11676,The Alchemist: A Fable About Following Your Dream,9,2,298
11676,Round Ireland With a Fridge,7,2,262
11676,"Dude, Where's My Country?",7,2,105
11676,Cold Mountain,8,2,79
11676,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,8,2,330
11676,The Tommyknockers,7,2,421
11676,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),10,2,73
11676,Faking It,7,2,119
11676,Mortal Prey,8,2,221
11676,False Memory,9,2,121
11676,The Last Precinct,9,2,369
11676,Ellen Foster,7,2,111
11676,The House on Mango Street (Vintage Contemporaries),9,2,361
11676,Key of Knowledge (Key Trilogy (Paperback)),7,2,193
11676,At Home in Mitford (The Mitford Years),10,2,38
11676,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",3,2,305
11676,A Painted House,8,2,10
11676,The Tao of Pooh,8,2,418
11676,The Amazing Adventures of Kavalier &amp; Clay,8,2,300
11676,A Wrinkle In Time,8,2,16
11676,Icy Sparks,8,2,178
11676,Balzac and the Little Chinese Seamstress : A Novel,9,2,44
11676,Gone with the Wind,5,2,145
11676,"The Reptile Room (A Series of Unfortunate Events, Book 2)",10,2,400
11676,Midnight Bayou,9,2,214
11676,The Lost Boy: A Foster Child's Search for the Love of a Family,10,2,374
11676,We Were the Mulvaneys,10,2,451
11676,Blue Diary,8,2,57
11676,How to Be Good,7,2,171
11676,The Lake House,8,2,368
11676,The English Patient,10,2,334
11676,Hornet's Nest,10,2,167
11676,Siddhartha,10,2,277
11676,"The Two Towers (The Lord of the Rings, Part 2)",10,2,423
11676,Big Trouble,5,2,51
11676,The King of Torts,9,2,366
11676,Carrie,5,2,67
11676,Insomnia,9,2,181
11676,84 Charing Cross Road,7,2,3
11676,Misery,4,2,218
11676,The Talisman,9,2,417
11676,The Sweet Potato Queens' Book of Love,10,2,414
11676,Pop Goes the Weasel,9,2,249
11676,The Five People You Meet in Heaven,9,2,338
11676,The Phantom Tollbooth,10,2,387
11676,Postmortem,8,2,250
11676,By the Light of the Moon,7,2,64
11676,The Color Purple,8,2,322
11676,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),9,2,199
11676,Circle of Friends,8,2,77
11676,Heart of the Sea (Irish Trilogy),8,2,159
11676,Animal Farm,10,2,32
11676,Two for the Dough,10,2,442
11676,Fast Food Nation: The Dark Side of the All-American Meal,10,2,122
11676,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),4,2,116
11676,About a Boy,5,2,20
11676,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",8,2,202
11676,Sick Puppy,10,2,276
11676,Saint Maybe,9,2,267
11676,Fast Women,5,2,123
11676,Midwives: A Novel,6,2,217
11676,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",10,2,195
11676,Death du Jour,6,2,93
11676,The Rescue,10,2,401
11676,To Kill a Mockingbird,8,2,438
11676,The Stand: Complete and Uncut,5,2,409
11676,The Da Vinci Code,9,2,325
11676,2nd Chance,8,2,2
11676,Rebecca,10,2,255
11676,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",8,2,469
11676,The Hot Zone,10,2,359
11676,"Wizard and Glass (The Dark Tower, Book 4)",10,2,468
11676,Q Is for Quarry,9,2,254
11676,The Villa,9,2,426
11676,The Testament,8,2,419
11676,Kiss the Girls,9,2,196
11676,Into Thin Air : A Personal Account of the Mt. Everest Disaster,8,2,184
11676,The Blue Nowhere : A Novel,7,2,309
11676,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",8,2,336
11676,Mystic River,6,2,224
11676,The Color of Water: A Black Man's Tribute to His White Mother,8,2,323
11676,Servant of the Bones,7,2,271
11676,The Partner,10,2,384
11676,The Celestine Prophecy (Celestine Prophecy),10,2,317
11676,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),10,2,65
11676,Disclosure,9,2,98
11676,Pride and Prejudice,8,2,253
11676,J Is for Judgment,7,2,187
11676,Pet Sematary,8,2,243
11676,Over the Edge,9,2,240
11676,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),10,2,87
11676,The Body Farm,5,2,311
11676,Harry Potter and the Goblet of Fire (Book 4),8,2,154
11676,Chocolat,9,2,74
11676,A Bend in the Road,5,2,4
11676,Jewel,4,2,189
11676,Deja Dead,8,2,94
11676,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),10,2,440
11676,Bag of Bones,8,2,43
11676,The Hours: A Novel,9,2,360
11676,Harry Potter and the Sorcerer's Stone (Book 1),8,2,157
11676,What Looks Like Crazy On An Ordinary Day,10,2,454
11676,Heartbreaker,8,2,160
11676,Tara Road,6,2,293
11676,Final Target,8,2,125
11676,Running with Scissors: A Memoir,7,2,263
11676,The Street Lawyer,8,2,411
11676,The Book of Ruth (Oprah's Book Club (Paperback)),7,2,313
11676,Five Quarters of the Orange,7,2,128
11676,Wuthering Heights,10,2,470
11676,Angela's Ashes (MMP) : A Memoir,9,2,28
11676,The Last Time They Met : A Novel,9,2,370
11676,Firestarter,8,2,127
11676,Nicolae: The Rise of Antichrist (Left Behind No. 3),8,2,230
11676,The Green Mile,5,2,348
11676,Firestarter,8,2,127
11676,N Is for Noose,2,2,225
11676,The Joy Luck Club,7,2,365
11676,Mr. Perfect,8,2,223
11676,The Reader,9,2,397
11676,Breathing Lessons,5,2,60
11676,The Girl Who Loved Tom Gordon,10,2,340
11676,Angels &amp; Demons,8,2,30
11676,Miss Julia Speaks Her Mind : A Novel,8,2,219
11676,Heaven and Earth (Three Sisters Island Trilogy),10,2,162
11676,Skipping Christmas,8,2,280
11676,The Secret Garden,9,2,405
11676,Good Omens,7,2,146
11676,Bastard Out of Carolina,9,2,45
11676,Remember Me,9,2,257
11676,The Tommyknockers,8,2,421
11676,Midnight Bayou,6,2,214
11676,Confessions of a Shopaholic (Summer Display Opportunity),10,2,82
11676,Lightning,8,2,201
11676,The Bonesetter's Daughter,8,2,312
11676,A Walk to Remember,7,2,15
11676,A Wrinkle in Time,10,2,17
11676,The Idiot Girls' Action Adventure Club,6,2,364
11676,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),5,2,58
11676,The Hundred Secret Senses,9,2,362
11676,The Hitchhiker's Guide to the Galaxy,7,2,354
11676,The Brethren,8,2,314
11676,Point of Origin,8,2,247
11676,Dreamcatcher,10,2,104
11676,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),10,2,158
11676,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",5,2,198
11676,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,7,2,472
11676,Pet Sematary,8,2,243
11676,The Alienist,7,2,299
11676,Round Ireland With a Fridge,8,2,262
11676,Back When We Were Grownups: A Novel,4,2,42
11676,Fingersmith,9,2,126
11676,Fried Green Tomatoes at the Whistle Stop Cafe,8,2,134
11676,The Gift,10,2,339
11676,Remember Me,10,2,257
11676,Digital Fortress : A Thriller,8,2,97
11676,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,5,2,462
11676,White Oleander : A Novel,8,2,460
11676,The Handmaid's Tale,7,2,353
11676,"The Vampire Lestat (Vampire Chronicles, Book II)",8,2,425
11676,The Rescue,8,2,401
11676,Hornet's Nest,5,2,167
11676,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),5,2,34
11676,Beloved,10,2,47
11676,Confessions of an Ugly Stepsister : A Novel,8,2,83
11676,Chocolat,10,2,74
11676,The Stone Diaries,6,2,410
11676,Black Notice,6,2,53
11676,The Rainmaker,8,2,395
11676,The Bridges of Madison County,2,2,315
11676,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),8,2,14
11676,Chicken Soup for the Soul (Chicken Soup for the Soul),7,2,72
11676,Summer Sisters,7,2,290
11676,Sick Puppy,8,2,276
11676,The Tale of the Body Thief (Vampire Chronicles (Paperback)),6,2,416
11676,The Nanny Diaries: A Novel,9,2,380
11676,The Notebook,10,2,382
11676,About a Boy,5,2,20
11676,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",8,2,336
11676,Digital Fortress : A Thriller,7,2,97
11676,Watchers,9,2,449
11676,All Around the Town,8,2,22
11676,The Red Tent (Bestselling Backlist),10,2,398
11676,Final Target,9,2,125
11676,One for the Money (Stephanie Plum Novels (Paperback)),8,2,238
11676,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,8,2,281
11676,Midnight in the Garden of Good and Evil,9,2,215
11676,N Is for Noose,5,2,225
11676,Bridget Jones : The Edge of Reason,7,2,61
11676,STONES FROM THE RIVER,4,2,265
11676,The Notebook,6,2,382
11676,The Horse Whisperer,1,2,358
11676,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",9,2,305
11676,The Simple Truth,9,2,408
11676,Circle of Friends,9,2,77
11676,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,8,2,266
11676,Timeline,10,2,436
11676,"The Golden Compass (His Dark Materials, Book 1)",10,2,346
11676,Bridget Jones: The Edge of Reason,3,2,63
11676,One True Thing,8,2,236
11676,The Secret Life of Bees,10,2,406
11676,Carolina Moon,10,2,66
11676,The Lost World,10,2,375
11676,Different Seasons,7,2,96
11676,The Runaway Jury,9,2,403
11676,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),4,2,152
11676,Fall On Your Knees (Oprah #45),6,2,120
11676,To the Nines: A Stephanie Plum Novel,8,2,439
11676,The Girls' Guide to Hunting and Fishing,5,2,342
11676,The Devil Wears Prada : A Novel,10,2,328
11676,Four Blind Mice,5,2,131
11676,The Cider House Rules,8,2,319
11676,Harry Potter and the Chamber of Secrets (Book 2),8,2,153
11676,One True Thing,9,2,236
11676,84 Charing Cross Road,10,2,3
11676,Life of Pi,6,2,200
11676,Cold Sassy Tree,10,2,81
11676,The Switch,8,2,415
11676,Wifey,10,2,464
11676,Misery,9,2,218
16795,Tell No One,9,3,296
16795,A Bend in the Road,8,3,4
16795,The Runaway Jury,6,3,403
16795,Life of Pi,10,3,200
16795,Midwives: A Novel,7,3,217
16795,Violets Are Blue,9,3,446
16795,The Secret Life of Bees,10,3,406
16795,The Lovely Bones: A Novel,10,3,376
16795,Big Stone Gap: A Novel (Ballantine Reader's Circle),9,3,50
16795,The Rainmaker,5,3,395
16795,Back When We Were Grownups: A Novel,9,3,42
16795,The Green Mile,7,3,348
16795,1st to Die: A Novel,9,3,1
